Trial,Fast,Slow,CAGR,Sharpe,Drawdown,Returns
335,14,85,0.04,0.46,-0.23,1.3177241935962778
836,21,61,0.03,0.43,-0.25,1.3177006644947697
558,17,83,0.04,0.45,-0.22,1.3175227950602006
2128,38,78,0.03,0.4,-0.27,1.3173748846280606
2241,39,116,0.03,0.39,-0.3,1.3173422239785233
2291,40,91,0.03,0.4,-0.26,1.3173313098851904
888,21,113,0.04,0.43,-0.25,1.3173219475531268
522,16,122,0.04,0.45,-0.25,1.3173202734145821
2721,46,71,0.03,0.4,-0.26,1.3173107540878375
3020,50,71,0.03,0.4,-0.26,1.317068051470626
2604,44,104,0.03,0.38,-0.3,1.3167399017185208
652,18,102,0.04,0.44,-0.24,1.3165056436632414
686,19,61,0.03,0.43,-0.26,1.3162968676426972
1044,23,119,0.04,0.43,-0.26,1.3162663485437038
2449,42,99,0.03,0.38,-0.3,1.3161586383383277
259,13,84,0.04,0.46,-0.22,1.3158947089323887
657,18,107,0.04,0.44,-0.22,1.3158148211038063
1945,35,120,0.03,0.39,-0.3,1.315709157742357
1367,28,67,0.03,0.42,-0.27,1.315510073526072
1779,33,104,0.03,0.4,-0.27,1.3155075503643194
1854,34,104,0.03,0.4,-0.27,1.3155075503643194
1780,33,105,0.03,0.4,-0.27,1.3155075503643194
540,17,65,0.03,0.43,-0.26,1.3154874467272475
226,13,51,0.03,0.45,-0.17,1.3149790778272967
703,19,78,0.03,0.44,-0.24,1.3149385378472298
1928,35,103,0.03,0.4,-0.27,1.314858758766541
556,17,81,0.03,0.44,-0.23,1.3148402299448823
701,19,76,0.03,0.44,-0.25,1.314820125894527
1326,27,101,0.03,0.42,-0.25,1.3147829301448966
2244,39,119,0.03,0.39,-0.3,1.3147614956824545
999,23,74,0.03,0.43,-0.26,1.3147317667011453
1947,35,122,0.03,0.39,-0.3,1.3143167934604882
1096,24,96,0.03,0.42,-0.25,1.3139676409411325
1097,24,97,0.03,0.42,-0.25,1.3139676409411325
518,16,118,0.04,0.45,-0.25,1.313436006076414
1328,27,103,0.03,0.42,-0.25,1.3134340640214914
656,18,106,0.04,0.44,-0.22,1.3133590139772287
1037,23,112,0.03,0.42,-0.25,1.313248724008661
541,17,66,0.03,0.43,-0.26,1.3130451531853178
831,21,56,0.03,0.43,-0.27,1.3130400542309422
1297,27,72,0.03,0.42,-0.27,1.313032605796213
397,15,72,0.03,0.45,-0.25,1.3130118945162201
1391,28,91,0.03,0.41,-0.25,1.3129819421690434
1695,32,95,0.03,0.4,-0.28,1.3129126730448624
1769,33,94,0.03,0.4,-0.28,1.3129126730448624
88,11,63,0.03,0.46,-0.2,1.3125774911903656
396,15,71,0.03,0.44,-0.25,1.3124945909261179
1465,29,90,0.03,0.41,-0.25,1.3123732924556943
398,15,73,0.03,0.44,-0.25,1.3123464546432035
1296,27,71,0.03,0.42,-0.27,1.3121763895635752
1988,36,88,0.03,0.4,-0.29,1.3116617492081266
2871,48,71,0.03,0.39,-0.26,1.3116139549368917
2584,44,84,0.03,0.39,-0.26,1.3115088602276026
517,16,117,0.04,0.44,-0.24,1.3114089413411976
390,15,65,0.03,0.44,-0.21,1.3110863508119277
15,10,65,0.03,0.46,-0.2,1.3109323332276637
2133,38,83,0.03,0.39,-0.28,1.31088932412329
937,22,87,0.03,0.42,-0.22,1.3106810132251288
168,12,68,0.03,0.46,-0.21,1.3105968197821083
940,22,90,0.03,0.42,-0.24,1.3105698849664043
2219,39,94,0.03,0.39,-0.27,1.3105637498316136
2218,39,93,0.03,0.39,-0.27,1.3105637498316136
1343,27,118,0.03,0.4,-0.26,1.310328650937758
759,20,59,0.03,0.42,-0.27,1.3102747103816048
1934,35,109,0.03,0.38,-0.3,1.310231030050336
91,11,66,0.03,0.45,-0.19,1.3099964231935215
1477,29,102,0.03,0.4,-0.3,1.3099959741382052
329,14,79,0.03,0.45,-0.21,1.3098482167759617
2204,39,79,0.03,0.39,-0.27,1.3097842320496027
552,17,77,0.03,0.43,-0.25,1.3097309271548105
2170,38,120,0.03,0.38,-0.3,1.3096989137385404
923,22,73,0.03,0.42,-0.25,1.309481052332716
2059,37,84,0.03,0.39,-0.28,1.3091929999775862
1476,29,101,0.03,0.4,-0.3,1.3090537736355614
778,20,78,0.03,0.43,-0.23,1.308961413405764
189,12,89,0.03,0.45,-0.21,1.3088513935506445
1392,28,92,0.03,0.41,-0.25,1.3087682269991674
1562,30,112,0.03,0.4,-0.26,1.3086410650584435
2362,41,87,0.03,0.38,-0.26,1.308633340905132
654,18,104,0.03,0.43,-0.22,1.3086202178619049
1045,23,120,0.03,0.42,-0.26,1.3086028641181355
2575,44,75,0.03,0.38,-0.26,1.3084606218262915
868,21,93,0.03,0.42,-0.22,1.3083685668773395
1468,29,93,0.03,0.41,-0.24,1.308290893578362
2876,48,76,0.03,0.38,-0.26,1.3082330481922027
2574,44,74,0.03,0.38,-0.26,1.3082129700771565
2605,44,105,0.03,0.37,-0.3,1.3081892155092492
2060,37,85,0.03,0.39,-0.28,1.3081373171424873
1085,24,85,0.03,0.42,-0.24,1.3080775967925917
1177,25,102,0.03,0.41,-0.25,1.3080242691332036
559,17,84,0.03,0.44,-0.22,1.3078163602632256
628,18,78,0.03,0.43,-0.25,1.3077949335565944
16,10,66,0.03,0.45,-0.19,1.307701337926542
554,17,79,0.03,0.43,-0.23,1.3076864367189227
521,16,121,0.04,0.44,-0.25,1.3075603184737596
488,16,88,0.03,0.44,-0.24,1.3074394127619924
2277,40,77,0.03,0.39,-0.27,1.3072352369684814
1003,23,78,0.03,0.42,-0.28,1.3071417521827515
616,18,66,0.03,0.42,-0.26,1.3070773899279902
86,11,61,0.03,0.45,-0.21,1.3070244771406703
775,20,75,0.03,0.42,-0.26,1.3068579988396856
1485,29,110,0.03,0.39,-0.27,1.3067939167288387
1042,23,117,0.03,0.42,-0.26,1.3067689896980543
2872,48,72,0.03,0.38,-0.26,1.3067372055805466
1208,26,58,0.03,0.42,-0.28,1.3067027139243823
853,21,78,0.03,0.42,-0.27,1.3066388801659576
318,14,68,0.03,0.44,-0.23,1.3066106766014334
262,13,87,0.03,0.45,-0.21,1.306387003115689
941,22,91,0.03,0.42,-0.24,1.3063276329292335
1927,35,102,0.03,0.39,-0.27,1.3061646197778796
801,20,101,0.03,0.42,-0.22,1.30612617201859
1014,23,89,0.03,0.42,-0.23,1.3060929175067786
2363,41,88,0.03,0.38,-0.26,1.3060189450380462
331,14,81,0.03,0.45,-0.22,1.306001758505981
1287,27,62,0.03,0.41,-0.26,1.3059499153397578
393,15,68,0.03,0.43,-0.25,1.3057339500812637
2089,37,114,0.03,0.37,-0.3,1.3056441740015634
1853,34,103,0.03,0.39,-0.27,1.3056241441347496
1563,30,113,0.03,0.4,-0.26,1.3053811612552069
863,21,88,0.03,0.42,-0.22,1.3053348152823898
1038,23,113,0.03,0.41,-0.25,1.3052514363212602
2645,45,70,0.03,0.38,-0.26,1.3049551602888982
655,18,105,0.03,0.43,-0.22,1.304796875616998
615,18,65,0.03,0.42,-0.26,1.3047557680363633
1394,28,94,0.03,0.4,-0.24,1.304697042396963
1395,28,95,0.03,0.4,-0.24,1.304697042396963
2169,38,119,0.03,0.38,-0.3,1.3046387324044277
1901,35,76,0.03,0.39,-0.29,1.3046137408293033
2289,40,89,0.03,0.38,-0.26,1.3044469188582049
2657,45,82,0.03,0.38,-0.26,1.3041911848029566
1559,30,109,0.03,0.39,-0.27,1.3041556709619038
920,22,70,0.03,0.41,-0.27,1.3035662480085772
1040,23,115,0.03,0.41,-0.26,1.3033774813562389
1233,26,83,0.03,0.41,-0.25,1.3033577820028512
261,13,86,0.03,0.44,-0.21,1.303278447009383
1768,33,93,0.03,0.39,-0.28,1.3031049264463037
802,20,102,0.03,0.42,-0.22,1.3030031257731687
591,17,116,0.03,0.43,-0.24,1.3029577526666898
1454,29,79,0.03,0.4,-0.29,1.3029323861209197
330,14,80,0.03,0.44,-0.22,1.3026042363493262
1295,27,70,0.03,0.41,-0.27,1.3026032725139194
1370,28,70,0.03,0.41,-0.28,1.3026009558995353
1294,27,69,0.03,0.41,-0.28,1.3025773456821554
867,21,92,0.03,0.42,-0.22,1.3025683384141078
1625,31,100,0.03,0.39,-0.3,1.302276050967162
1213,26,63,0.03,0.4,-0.24,1.3020599857088528
2276,40,76,0.03,0.38,-0.27,1.3020577457533686
2292,40,92,0.03,0.38,-0.27,1.302044314953829
1478,29,103,0.03,0.39,-0.3,1.3020184947140934
702,19,77,0.03,0.42,-0.25,1.3019424136642683
873,21,98,0.03,0.42,-0.22,1.301747925133813
797,20,97,0.03,0.42,-0.23,1.3017209565285714
1946,35,121,0.03,0.37,-0.3,1.3017187228703855
2533,43,108,0.03,0.37,-0.3,1.3015420628621512
1413,28,113,0.03,0.39,-0.27,1.300713731863439
1623,31,98,0.03,0.39,-0.3,1.3004672144347114
1396,28,96,0.03,0.4,-0.24,1.3004581073287673
1974,36,74,0.03,0.38,-0.27,1.3003941272496706
592,17,117,0.03,0.43,-0.24,1.3003839396294212
1379,28,79,0.03,0.4,-0.24,1.300295854216771
1010,23,85,0.03,0.41,-0.22,1.3002450506319359
1219,26,69,0.03,0.4,-0.28,1.300129699995893
924,22,74,0.03,0.41,-0.25,1.3000948015899398
1412,28,112,0.03,0.39,-0.27,1.300037765232908
918,22,68,0.03,0.4,-0.29,1.2999855210791393
1991,36,91,0.03,0.38,-0.28,1.2999164029866583
731,19,106,0.03,0.42,-0.22,1.2998334947597752
614,18,64,0.03,0.41,-0.27,1.2996443313574901
908,22,58,0.03,0.41,-0.28,1.29919236304279
798,20,98,0.03,0.41,-0.23,1.2991437784110291
1029,23,104,0.03,0.4,-0.23,1.298904017064386
1550,30,100,0.03,0.39,-0.3,1.2987045725436737
2090,37,115,0.03,0.37,-0.3,1.2986530101204294
1411,28,111,0.03,0.39,-0.27,1.2986424223004012
317,14,67,0.03,0.43,-0.23,1.298544410815229
935,22,85,0.03,0.41,-0.21,1.298358412394821
582,17,107,0.03,0.42,-0.22,1.2981646044666253
1626,31,101,0.03,0.39,-0.3,1.2981205541042602
2510,43,85,0.03,0.37,-0.26,1.2981077462752524
2020,36,120,0.03,0.37,-0.3,1.2980816794895726
1489,29,114,0.03,0.39,-0.26,1.298026344444595
593,17,118,0.03,0.42,-0.24,1.2978418811949581
1995,36,95,0.03,0.38,-0.26,1.2977794589397096
2367,41,92,0.03,0.37,-0.27,1.2974633835468732
2366,41,91,0.03,0.37,-0.27,1.297463383546873
757,20,57,0.03,0.41,-0.27,1.2974476933116625
1622,31,97,0.03,0.39,-0.3,1.2973210496483687
1252,26,102,0.03,0.4,-0.25,1.2972689114840708
1253,26,103,0.03,0.4,-0.25,1.2972689114840708
2511,43,86,0.03,0.37,-0.26,1.2972171557116183
2274,40,74,0.03,0.38,-0.27,1.2971916306809916
942,22,92,0.03,0.41,-0.24,1.2971618936379927
727,19,102,0.03,0.41,-0.24,1.296638639529499
1033,23,108,0.03,0.4,-0.25,1.2964883729054253
2201,39,76,0.03,0.38,-0.27,1.296443126722438
484,16,84,0.03,0.42,-0.23,1.2963313178861853
1084,24,84,0.03,0.4,-0.24,1.296270357480945
1632,31,107,0.03,0.38,-0.27,1.2960309455692722
682,19,57,0.03,0.41,-0.25,1.2957325363438306
1549,30,99,0.03,0.38,-0.3,1.2955626720415718
332,14,82,0.03,0.43,-0.22,1.2954637914572942
1342,27,117,0.03,0.39,-0.26,1.2952879463098272
1999,36,99,0.03,0.37,-0.27,1.295269356678918
1998,36,98,0.03,0.37,-0.27,1.295269356678918
1852,34,102,0.03,0.38,-0.27,1.2951652108358211
771,20,71,0.03,0.41,-0.27,1.2949142467430481
1631,31,106,0.03,0.38,-0.27,1.2948720781691778
1256,26,106,0.03,0.4,-0.25,1.2947238724348147
2942,49,67,0.03,0.37,-0.27,1.2943447303255178
227,13,52,0.03,0.43,-0.17,1.2942812562082235
1674,32,74,0.03,0.38,-0.29,1.2942773781429464
866,21,91,0.03,0.41,-0.22,1.2942302519233395
598,17,123,0.03,0.42,-0.25,1.2941915526077183
889,21,114,0.03,0.4,-0.25,1.2940290130538303
890,21,115,0.03,0.4,-0.25,1.2940290130538303
87,11,62,0.03,0.43,-0.21,1.293947265765677
997,23,72,0.03,0.4,-0.28,1.293767002806686
865,21,90,0.03,0.4,-0.22,1.2932451968910785
2238,39,113,0.03,0.36,-0.3,1.2928064165825828
1842,34,92,0.03,0.38,-0.28,1.2926104593791556
1843,34,93,0.03,0.38,-0.28,1.2926104593791556
1318,27,93,0.03,0.39,-0.25,1.2925915859852635
1317,27,92,0.03,0.39,-0.25,1.2925915859852635
1319,27,94,0.03,0.39,-0.25,1.2925915859852635
1624,31,99,0.03,0.38,-0.3,1.2925477622763109
852,21,77,0.03,0.41,-0.27,1.2924421731061875
153,12,53,0.03,0.42,-0.16,1.292404640075947
2946,49,71,0.03,0.37,-0.26,1.2923700911168348
1200,26,50,0.03,0.41,-0.29,1.2923314105696566
1380,28,80,0.03,0.39,-0.27,1.2922832139869667
2439,42,89,0.03,0.37,-0.26,1.2922335949438852
2315,40,115,0.03,0.36,-0.3,1.2921805923600476
2723,46,73,0.03,0.37,-0.26,1.291938699783613
1032,23,107,0.03,0.39,-0.25,1.2915238005510863
2354,41,79,0.03,0.37,-0.28,1.291162633480609
732,19,107,0.03,0.41,-0.22,1.2908021898996833
1341,27,116,0.03,0.38,-0.27,1.290537830309025
1340,27,115,0.03,0.38,-0.27,1.290537830309025
2208,39,83,0.03,0.37,-0.28,1.2902193289872226
1198,25,123,0.03,0.39,-0.3,1.2901868954026934
2438,42,88,0.03,0.37,-0.26,1.289891644085208
939,22,89,0.03,0.4,-0.24,1.2898626420564292
992,23,67,0.03,0.39,-0.27,1.2897127551206855
1976,36,76,0.03,0.37,-0.27,1.289636125928443
1039,23,114,0.03,0.39,-0.26,1.2896212562124834
998,23,73,0.03,0.4,-0.29,1.2895554120537693
595,17,120,0.03,0.41,-0.25,1.2895002978544636
89,11,64,0.03,0.43,-0.2,1.289431381712639
792,20,92,0.03,0.4,-0.22,1.2893279779183842
1174,25,99,0.03,0.39,-0.24,1.289298810247816
599,17,124,0.03,0.41,-0.25,1.2890879270966644
830,21,55,0.03,0.4,-0.28,1.2889395952903828
1325,27,100,0.03,0.39,-0.24,1.2888581048941805
658,18,108,0.03,0.41,-0.23,1.2888443497458189
922,22,72,0.03,0.4,-0.25,1.288817659462911
1130,25,55,0.03,0.39,-0.28,1.288463520597411
1030,23,105,0.03,0.39,-0.24,1.2882296408419045
864,21,89,0.03,0.4,-0.22,1.2882200011065854
263,13,88,0.03,0.43,-0.22,1.2880659733270785
699,19,74,0.03,0.4,-0.27,1.2879349618411418
3007,50,58,0.03,0.37,-0.24,1.2876481676794584
1156,25,81,0.03,0.39,-0.24,1.2875254067049438
1100,24,100,0.03,0.39,-0.24,1.2875152986919247
157,12,57,0.03,0.43,-0.15,1.287356661036916
302,14,52,0.03,0.42,-0.17,1.2871234086445018
1415,28,115,0.03,0.38,-0.26,1.2870698807401377
1414,28,114,0.03,0.38,-0.26,1.2870698807401377
653,18,103,0.03,0.4,-0.24,1.286884271910877
993,23,68,0.03,0.39,-0.28,1.2868120120824589
1173,25,98,0.03,0.38,-0.24,1.2867602905761264
2722,46,72,0.03,0.36,-0.26,1.2867298457340612
1002,23,77,0.03,0.4,-0.27,1.2867224100659445
2240,39,115,0.03,0.35,-0.3,1.2866477997220356
2017,36,117,0.03,0.35,-0.3,1.2865184384227872
590,17,115,0.03,0.41,-0.24,1.2864164250257828
2512,43,87,0.03,0.36,-0.26,1.2862910446883733
1327,27,102,0.03,0.38,-0.25,1.2860851148038175
2210,39,85,0.03,0.37,-0.29,1.2860577740646715
1282,27,57,0.03,0.39,-0.3,1.2859913573093842
2314,40,114,0.03,0.35,-0.3,1.2858721355328588
1220,26,70,0.03,0.39,-0.29,1.2857372779612193
1176,25,101,0.03,0.38,-0.25,1.2857011649641124
3015,50,66,0.03,0.36,-0.26,1.2855625952513257
909,22,59,0.03,0.39,-0.29,1.2854901572636925
1926,35,101,0.03,0.37,-0.27,1.2854346365722589
485,16,85,0.03,0.41,-0.24,1.2852468334684994
1101,24,101,0.03,0.38,-0.24,1.2851292061934194
2364,41,89,0.03,0.36,-0.26,1.2848559423746384
520,16,120,0.03,0.41,-0.25,1.284811073724125
1524,30,74,0.03,0.37,-0.27,1.2848100548350838
1917,35,92,0.03,0.37,-0.28,1.284738852483667
1916,35,91,0.03,0.37,-0.28,1.284738852483667
1915,35,90,0.03,0.37,-0.28,1.284738852483667
1600,31,75,0.03,0.37,-0.3,1.2847330670835762
697,19,72,0.03,0.4,-0.27,1.2845189579172818
1031,23,106,0.03,0.39,-0.24,1.2844964272714916
1133,25,58,0.03,0.39,-0.28,1.2842797098623675
1078,24,78,0.03,0.38,-0.24,1.284269581417181
2198,39,73,0.03,0.37,-0.25,1.2841868017648432
1416,28,116,0.03,0.37,-0.26,1.284119340932683
928,22,78,0.03,0.39,-0.28,1.2837985751165195
152,12,52,0.03,0.41,-0.15,1.2836670464308728
2578,44,78,0.03,0.36,-0.26,1.2835598211618722
2275,40,75,0.03,0.36,-0.27,1.2835325986884056
1182,25,107,0.03,0.39,-0.25,1.283268142685675
1149,25,74,0.03,0.39,-0.29,1.2832110359981432
1417,28,117,0.03,0.37,-0.26,1.283174394400403
2166,38,116,0.03,0.35,-0.3,1.2831538281778023
1172,25,97,0.03,0.38,-0.25,1.283046645910253
1697,32,97,0.03,0.37,-0.3,1.2828851936179235
2167,38,117,0.03,0.35,-0.3,1.2828569204017175
1292,27,67,0.03,0.38,-0.29,1.2828098594378639
1996,36,96,0.03,0.36,-0.27,1.2827193538150805
1223,26,73,0.03,0.39,-0.3,1.2822548020081295
2437,42,87,0.03,0.36,-0.26,1.2820450039933313
927,22,77,0.03,0.39,-0.28,1.2819016343561125
2016,36,116,0.03,0.35,-0.3,1.2817644434677227
2066,37,91,0.03,0.36,-0.3,1.2817480922767293
1222,26,72,0.03,0.38,-0.3,1.281523018562752
525,17,50,0.03,0.39,-0.24,1.281510183256898
1323,27,98,0.03,0.38,-0.25,1.2815089928607961
2209,39,84,0.03,0.36,-0.29,1.281488835035536
2206,39,81,0.03,0.36,-0.27,1.2813169718219832
1221,26,71,0.03,0.38,-0.29,1.2811397551987471
929,22,79,0.03,0.39,-0.27,1.2810852098261327
1110,24,110,0.03,0.38,-0.25,1.2809765146691998
1175,25,100,0.03,0.38,-0.25,1.2808205375949824
1111,24,111,0.03,0.38,-0.26,1.2808133102140487
2798,47,73,0.03,0.36,-0.26,1.280798409042804
832,21,57,0.03,0.39,-0.28,1.2807509890758064
230,13,55,0.03,0.41,-0.16,1.2807297837123066
919,22,69,0.03,0.38,-0.27,1.2806749173157008
839,21,64,0.03,0.38,-0.26,1.28057540149477
264,13,89,0.03,0.42,-0.22,1.2804370010165995
2007,36,107,0.03,0.35,-0.3,1.280278739161945
795,20,95,0.03,0.39,-0.24,1.2802569411829514
926,22,76,0.03,0.39,-0.27,1.280221526581131
1109,24,109,0.03,0.38,-0.25,1.280158620557629
519,16,119,0.03,0.4,-0.25,1.2799632244759307
2051,37,76,0.03,0.36,-0.28,1.2798528034758974
2239,39,114,0.03,0.35,-0.3,1.2798350216282446
1696,32,96,0.03,0.36,-0.3,1.27978156426358
1770,33,95,0.03,0.36,-0.3,1.27978156426358
2019,36,119,0.03,0.35,-0.3,1.279495405370313
2793,47,68,0.03,0.36,-0.27,1.2794911092084964
698,19,73,0.03,0.39,-0.28,1.279429290013201
394,15,69,0.03,0.4,-0.25,1.2792433126452083
1822,34,72,0.03,0.37,-0.3,1.2791913907556882
1148,25,73,0.03,0.38,-0.29,1.2790735267378337
1013,23,88,0.03,0.39,-0.23,1.279064977588604
840,21,65,0.03,0.38,-0.25,1.2789614463509331
1244,26,94,0.03,0.37,-0.26,1.278889278941118
457,16,57,0.03,0.4,-0.25,1.2788432762045305
1142,25,67,0.03,0.38,-0.28,1.2788269971327382
2199,39,74,0.03,0.36,-0.25,1.2786753184835777
1324,27,99,0.03,0.37,-0.25,1.2786323931895658
1900,35,75,0.03,0.36,-0.29,1.2784627144578362
675,19,50,0.03,0.39,-0.25,1.2779192033265878
1443,29,68,0.03,0.38,-0.29,1.277863588145349
934,22,84,0.03,0.38,-0.23,1.277849468061744
1211,26,61,0.03,0.37,-0.24,1.2777258129488949
1552,30,102,0.03,0.36,-0.3,1.2775362523427176
1992,36,92,0.03,0.36,-0.28,1.2773740560858717
1081,24,81,0.03,0.38,-0.25,1.2772963269670456
1212,26,62,0.03,0.37,-0.24,1.2771532390144216
1210,26,60,0.03,0.38,-0.25,1.2771232679385818
933,22,83,0.03,0.38,-0.21,1.2770750860735283
907,22,57,0.03,0.38,-0.28,1.2768010236287506
1339,27,114,0.03,0.36,-0.27,1.2766727222137444
794,20,94,0.03,0.38,-0.24,1.2764779229527552
2164,38,114,0.03,0.34,-0.3,1.2764547444420373
1914,35,89,0.03,0.36,-0.29,1.276147969102443
1913,35,88,0.03,0.36,-0.29,1.276147969102443
1320,27,95,0.03,0.37,-0.25,1.2760689620132426
995,23,70,0.03,0.38,-0.28,1.2760556195174393
1362,28,62,0.03,0.37,-0.3,1.275632854960216
1011,23,86,0.03,0.38,-0.24,1.2754587129404775
1012,23,87,0.03,0.38,-0.24,1.2752604113110952
1699,32,99,0.03,0.36,-0.3,1.2750728106506268
1698,32,98,0.03,0.36,-0.3,1.2750728106506268
841,21,66,0.03,0.38,-0.25,1.2750472524594698
1218,26,68,0.03,0.37,-0.29,1.2749403268646347
594,17,119,0.03,0.4,-0.25,1.2749376376281911
1108,24,108,0.03,0.38,-0.25,1.2747692541922868
1008,23,83,0.03,0.38,-0.23,1.2747353609505963
1171,25,96,0.03,0.37,-0.25,1.2746821219773448
846,21,71,0.03,0.38,-0.25,1.274540293588631
17,10,67,0.03,0.41,-0.21,1.2744450224474293
2162,38,112,0.03,0.34,-0.3,1.2744366478445806
1369,28,69,0.03,0.37,-0.28,1.273890542206019
2203,39,78,0.03,0.35,-0.27,1.2738672213627547
938,22,88,0.03,0.38,-0.24,1.273638823653827
2091,37,116,0.03,0.34,-0.3,1.2735933144888718
1975,36,75,0.03,0.35,-0.27,1.2733668615494336
2207,39,82,0.03,0.35,-0.28,1.27330923384186
596,17,121,0.03,0.39,-0.25,1.2732355478476458
597,17,122,0.03,0.39,-0.25,1.2732355478476458
1112,24,112,0.03,0.38,-0.26,1.2730135443902775
1255,26,105,0.03,0.37,-0.25,1.2726827879862859
1321,27,96,0.03,0.37,-0.25,1.2723709893733204
167,12,67,0.03,0.41,-0.21,1.2723693809628642
3008,50,59,0.03,0.35,-0.24,1.2723498587870756
2859,48,59,0.03,0.36,-0.23,1.2722210421090847
730,19,105,0.03,0.38,-0.22,1.2720151610551576
681,19,56,0.03,0.38,-0.26,1.271994573153835
1254,26,104,0.03,0.37,-0.25,1.2719613124828926
2282,40,82,0.03,0.35,-0.28,1.2717967715178724
2165,38,115,0.03,0.34,-0.3,1.2714210637752814
2093,37,118,0.03,0.34,-0.3,1.271268446952886
1251,26,101,0.03,0.36,-0.26,1.271158105549082
2365,41,90,0.03,0.34,-0.26,1.2711109900503867
1184,25,109,0.03,0.37,-0.26,1.2710803849092944
1358,28,58,0.03,0.37,-0.3,1.2706225257435688
190,12,90,0.03,0.4,-0.21,1.2704240451587732
994,23,69,0.03,0.37,-0.27,1.2702671435366382
2280,40,80,0.03,0.35,-0.27,1.2702346474698136
2796,47,71,0.03,0.34,-0.26,1.2701523146786413
1075,24,75,0.03,0.37,-0.29,1.2700834594563155
921,22,71,0.03,0.37,-0.26,1.2698440819358296
1778,33,103,0.03,0.35,-0.27,1.2698424497298173
847,21,72,0.03,0.37,-0.25,1.2693226606088681
838,21,63,0.03,0.37,-0.26,1.2691891166500766
1435,29,60,0.03,0.36,-0.29,1.2689996825499474
983,23,58,0.03,0.37,-0.3,1.268959854281968
728,19,103,0.03,0.38,-0.22,1.2688570502631398
1139,25,64,0.03,0.36,-0.27,1.2687443327577068
487,16,87,0.03,0.39,-0.26,1.268641715411834
2797,47,72,0.03,0.34,-0.26,1.2685426363715526
1245,26,95,0.03,0.36,-0.25,1.2683933308212532
1322,27,97,0.03,0.36,-0.25,1.2682876057657928
1673,32,73,0.03,0.35,-0.3,1.2682550787893818
1079,24,79,0.03,0.36,-0.26,1.2681452489015732
1434,29,59,0.03,0.36,-0.28,1.2680995404059752
1486,29,111,0.03,0.35,-0.27,1.2680053831067453
1006,23,81,0.03,0.37,-0.23,1.2678754460453456
936,22,86,0.03,0.37,-0.24,1.2678682876251637
1249,26,99,0.03,0.36,-0.26,1.2678493823991874
1551,30,101,0.03,0.35,-0.3,1.2676058776778287
1183,25,108,0.03,0.37,-0.25,1.2675855374413239
1141,25,66,0.03,0.36,-0.27,1.2675697122519343
1126,25,51,0.03,0.38,-0.29,1.267555717555081
1076,24,76,0.03,0.36,-0.25,1.267538029669156
917,22,67,0.03,0.36,-0.29,1.2674280482912037
2048,37,73,0.03,0.35,-0.27,1.267386639091039
1069,24,69,0.03,0.36,-0.29,1.2673432334412993
605,18,55,0.03,0.38,-0.27,1.2673042338874967
1178,25,103,0.03,0.36,-0.25,1.267182346088622
676,19,51,0.03,0.38,-0.25,1.2670458168071734
1224,26,74,0.03,0.37,-0.3,1.267037867266504
2018,36,118,0.03,0.33,-0.3,1.2668378071217794
758,20,58,0.03,0.37,-0.28,1.2665357865606146
1158,25,83,0.03,0.37,-0.24,1.2664579100541606
303,14,53,0.03,0.39,-0.16,1.2661307970099835
1246,26,96,0.03,0.36,-0.25,1.2661110627004435
1247,26,97,0.03,0.36,-0.25,1.2661110627004435
848,21,73,0.03,0.37,-0.27,1.2659517413057293
982,23,57,0.03,0.37,-0.3,1.2657882177912807
1231,26,81,0.03,0.36,-0.23,1.2657183823097784
231,13,56,0.03,0.39,-0.16,1.2656781312791734
1157,25,82,0.03,0.37,-0.23,1.2656679161698032
2094,37,119,0.03,0.33,-0.3,1.2655508517867082
242,13,67,0.03,0.39,-0.23,1.265303840439425
1776,33,101,0.03,0.34,-0.27,1.265294726898706
1777,33,102,0.03,0.34,-0.27,1.265294726898706
1290,27,65,0.03,0.36,-0.27,1.265247163400448
729,19,104,0.03,0.37,-0.22,1.2652283785509666
1288,27,63,0.03,0.36,-0.26,1.2651798134185674
1077,24,77,0.03,0.36,-0.24,1.2650182333527409
1997,36,97,0.03,0.34,-0.27,1.2648626137462382
1248,26,98,0.03,0.36,-0.26,1.2648025464326411
1131,25,56,0.03,0.36,-0.29,1.264513974557078
685,19,60,0.03,0.37,-0.28,1.2643323900240862
375,15,50,0.03,0.38,-0.19,1.2641833684052963
776,20,76,0.03,0.37,-0.26,1.2640614734085371
793,20,93,0.03,0.37,-0.24,1.2638795591453225
2092,37,117,0.03,0.33,-0.3,1.2636038603165223
1181,25,106,0.03,0.36,-0.25,1.2635236593654215
602,18,52,0.03,0.37,-0.25,1.2633612896198825
1152,25,77,0.03,0.35,-0.25,1.2628755795979045
1073,24,73,0.03,0.36,-0.3,1.2625615262649443
677,19,52,0.03,0.37,-0.26,1.2625048343667986
906,22,56,0.03,0.36,-0.28,1.2624662939895084
774,20,74,0.03,0.37,-0.28,1.2620415612316698
2273,40,73,0.03,0.34,-0.27,1.2618996695475453
1243,26,93,0.03,0.35,-0.26,1.261533512248792
1304,27,79,0.03,0.35,-0.24,1.2608678220271934
2349,41,74,0.03,0.34,-0.27,1.260825457735841
1427,29,52,0.03,0.36,-0.29,1.2608040595986107
452,16,52,0.03,0.37,-0.24,1.2608026181972385
1209,26,59,0.03,0.36,-0.27,1.260675546481713
2646,45,71,0.03,0.33,-0.26,1.2604523602873277
